review,bug_report,improvement_request,rating,others
تستحق 5نجوم بس اني خليت ٣ نجوم لسبب وهوه ارجو حل مشكله التحديث عندما نترك العبه يوم واحد ارجع يقول تحديث تحياتي لكم احنه مو فاظين بس لعبه اغلب وقتنه في عمل لاتكرهونه العبه اني واصل مرحله 1000بيه,High,No,High,No
الايقونات صغيرة مع صعوبه في تفعيل احداها بسهولة,Medium,Medium,No,No
تطبيق جيد لكن رسوم المسابقات في جواكر غالية كتير وتوزيع الورق بيخلليك تكره اللعب فيه لأنه كله مدروس وحسب الخطة,No,Low,High,Low
حـڵــُـn̤̈ï̤c̤̈ë̤ــٌـٌـۆۆ ❥جـ♥ـداً❥•َْ برافو عہۣۗــًًٍٍّ⇨ـلـًٍ❈ًًٍــى هٍٍٍّّّّـّ❆ّـ﴿👌﴾ـٍٍٍٍََُُ❆ّـًٍّّذا التبيق,No,No,Medium,Medium
مدري وش فيه ذا ؟! ادخل رقمي وما يصير اتمنى تصلحون هالمشكلة الي فيه حاولت فيه كثير اخر شيء يقولي انتهت صلاحية الرمز والحين حذفته وبرجع احمله مرة ثانية وان شاء الله يصير ادعوا لي يصير😭!,High,No,No,No
تطبيق رائع وسرعه عاليه واسعاره متميزه ، لكن يعيبه صعوبة إلغاء الطلب,Medium,No,High,No
تعديل الدخل علطول يسجل خروج فيه مشكله,High,No,Low,No
انا ابث كل يوم في نونو لايف ولا يعطوني رصيدا,Medium,No,Medium,No
العبة جميله جدا لكن تخرجك ونت تلعب,High,No,Medium,No
التطبيق ممتاز بس بقيمه ثلاثه عشان مافيه اغاني روتانا,No,Low,High,No
خصوصا ماكدونالدز تأكدو من طلبات العملاء كل مره يتأخرون اكثر من ساعه وفي الاخير يرفضون الطلب,No,Medium,Medium,No
مرحباً بكم العبه حلوهـ لاكن في مشاكل كثيره ١لا يمكنني ان ارسل ٢ حلوووه جداً,Medium,Low,Medium,No
ممتازه فقط ملاحظه البطآ بالتحميل احيانا ونت تلعب من اللعبه نفسها علما النت قوي جدا عندي اللعبه بحق رقم واحد بلا منازع وبالتوفيق للجميع انصح تحميلها وبقوه,Medium,Medium,Medium,No
شنو كلكم برنامج روعه صحيح برنامج كلش حلوو هلوو ما قراءه,No,No,High,No
تات وت من ا زو علتل لاعا,No,No,No,High
البرنامج جميل جميل جدا الا ان الاعلانات تجعل منه تجربة سيئة للاسف,No,Medium,Medium,No
لعبة رائعه لكن فيه مشكلة كل مادخل العبة يطلع بسرعه هاتفي اس٦,Medium,No,High,No
شكرا د بركات ممدوح احمد طيب,No,No,Low,Medium
هل يمكن جعل الصفحة بالعرض ؟,No,Medium,No,Medium
لعبة سيئه تختلف عما يرد في اعلاناتها,No,No,High,Low
جميل وانصح به بشدة,No,No,High,No
برنامج جميل ويلبي احتياجاتك بكل سهوله,No,No,High,No
تم حظر من دون سبب اتمنى فك الحظر,No,No,No,High
"اعزائي الزملاء : بما اني احد منسوبي الصحة ، فهذا التطبيق يعنيني كثيرآ ويهمني اكثر ، وتحديثكم له مذهل ورائع ومفيد ، لكنه لم يصل لبعض المستخدمين ، وانا مع الأسف احدهم !!!! فياحبذا تحديثه لنا من جديد فالأصدار الحالي لنا يحمل الرقم 0.0.5 والذي لا يسمح لأحدٍ بالولوج اليه والدخول فيه !!!!!!!!! ""يعني لا يفتح الصفحة"" اما الجديد الذي نريد فهو الذي مع فئة كبيرة من الزملاء ذو الرقم 1.0 , مع فائق التقدير .",Medium,High,High,No
فخر لك سعودي وعربي ومسلم الله يعز السعودية,No,No,No,High
برنامج خايس وكله تعليقات بس حق ضياع المساحه,No,No,High,No
بالتوفيق يارب.. الله يمنع عنا فواجع الاقدار,No,No,Low,High
كانت حلوة بس للاسف التحديثات بوظتها,Low,Low,High,No
لازم يكون في لغة عربية,No,High,Low,No
يازين اليكي ووا وو كتن مىر 222😂🧡💛😂⁦❤️⁩🦄💚💚⁦🇸🇦⁩⁦🇸🇦⁩⁦🇸🇦⁩ تحي السعوديه,No,No,No,High
انا عطيتكم ٥ نجوم لأني أعرف الن اللعبة فله بس عندي مشكلة انا شريت اللعبة بجهاز ودي احملها بجهاز ثاني لأنهم نفس الجيميل ارجو المساعده,Medium,No,Medium,Low
افضل لعبه بلوت ممكن تشوها 👍👍,No,No,High,No
مايبونك تدقق بالفاتورة تعقيد بس ههههههه,Low,No,No,Medium
لو شمحتو ردو,No,Low,No,Medium
السلام عليكم ورحمه الله وبركات نحن ابنا قبايل كود شهران نطلب الخدمات الحكوميه لايوجد مرافق حكومي في مركز الشيق و رغوه تابع مركز تندحه لايوجد مخطط سلفت و انار وطرق الحديقة المدارس الكليه والجامعه حيث مركز رغوه محروم من الخدمات مهم تجاريه وطريق دوليه الإسكان والتلحيه مياه والقوات البرايه سعوديه نقص في الخدمات والمستشفي الحكوميه تبعد عن خميس مشيط ٥٠كليو جوال ٠٥٤٦٧٧٧٢٥٠ نطلب,No,Medium,No,Medium
لعبه جميله وشيقة أنصح بي تحميلها,No,No,High,No
عطوني الماس اسوي لكم دعايه,No,Low,No,High
برنامج سئ دعاره بس اين حكومه,No,Medium,High,Low
٤_٤ مره سريعه و حلوة و تستاهل خمس نجوم ☆☆☆☆☆,No,No,High,No
ساعتين وماحمل ولا صفحه في مشكله والمبرمجين ولا هما هنا,High,Low,Low,No
مايرضى احيانا يتصل,High,No,No,No
يعطيكم العافية. تطبيق مره بطل. كم فعاليات بدئات وخلصت ما عرفنا عنها شي 👍👍👍👍👍,No,No,High,No
اتمنى اضافة مؤقت النوم للاشتراك البريميو وشكرا لكم,No,High,No,No
البرنامج يستحق أكثر من ثلاث نجمات لكن العيب الوحيد فيه الغي جميع الوظائف ومع ذلك القنوات والفيديو بيظهرو في الدردشة نرجو مراجعة الخلل وإصلاحه,High,No,Medium,No
بتضلك تجمع جواهر سنة ما بتشتري رجل جديد,No,Low,Low,Medium
اول في مشكلة ارجو انا تتعدل العبة تستاهل اربع لنجوم لا؟ لأنامعقدا مرةةة بس حلوة,Medium,No,High,Medium
برنامج فاشل جاي تتبند بي الحسابات بدون اي سبب مجرد خلاف مع شخص يبند حسابك,Low,No,High,Low
يا ريت يضيفو ميزة المنظور الثالث في ( الطور الجماعي ) و هيك رح تكون مميزة و رائعة جدا,No,High,No,No
تحتاج بعض التحديثات,No,High,No,No
تطبيق مميز في توفير الخدمة,No,No,Medium,No
"التطبيق مهم ومفيد 
يجب على الجميع تحميله والاستفادة منه",No,No,High,No
المكالمات حقتكم مع احترامي زي الزفت صراحه كلها تقطيع مانسمع شي,Medium,Low,Medium,No
برنامج فشل جدا أقسم بالله هتنزل بعده هتحذف بعمري ما شفت أفشل من هذا البرنامج,No,No,High,No
انهو رائع وممتع,No,No,High,No
للأسف مافيه تحديث بشكل مستمر، وتطبيق مايفيدك بشي حتى الحجز غير متاح.,No,Medium,Medium,No
تحية تقدير واحترام للوزير الناجح توفيق الربيعة,No,No,Medium,Medium
حلوه بتجنن بس الدعايات كتيرررر مشان هيك بس 3,No,Low,Medium,No
اليريد اللعبه بدون فلوس  ينزل  المتجر العراقي من الكوكل البلي  وبي جميع الالعاب  مجانا .,No,No,No,High
اصبحت اللعبة مشوقة جدا...استمروا في تقدمكم ومن حسن الى احسن بإذن الله 😍😍😍,No,No,High,No
لا باس بها لعبه حلو,No,No,High,No
اللعبة كثير حلوة بس لما اجي الف لليمين او لليسار بصير في لون زراق على الشاشة ممكن تحلو هاد المشكلة باسرع وقت بليز بدي اعرف العب يعني يخسارة ٥٠٠مليون واحد منزلها يخسارة,High,No,Medium,No
تأخذ وقت كثير,Medium,No,Low,High
لعبة رائعة ولاكن تزيدو من ترقيات الأبطال وقوتهم بسرعة وسرعو في فتح العبة,No,High,Medium,No
خايس وقديمة سوالف الشات حقتهم لازم تشترك ونفس المصريه تكلمك,No,No,High,No
الباس ورد طويلة ١٢ خانه وبرضوا مايقبل؟,Low,Low,No,Medium
"من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة
من فضلك أعد المحاولة",No,No,No,Medium
